lat,lon,ALLSKY_SFC_SW_DWN
-89.5,-72.5,127.3984375
-89.5,-71.5,127.3984375
-89.5,-70.5,127.3984375
-89.5,-69.5,127.3984375
-89.5,-68.5,127.3984375
-89.5,-67.5,127.3984375
-89.5,-66.5,127.3984375
-89.5,-65.5,127.3984375
-89.5,-64.5,127.3984375
-89.5,-63.5,127.3984375
-89.5,-62.5,127.3984375
-89.5,-61.5,127.3984375
-89.5,-60.5,127.3984375
-89.5,-59.5,127.3984375
-89.5,-58.5,127.3984375
-89.5,-57.5,127.3984375
-89.5,-56.5,127.3984375
-89.5,-55.5,127.3984375
-89.5,-54.5,127.3984375
-89.5,-53.5,127.3984375
-89.5,-52.5,127.3984375
-89.5,-51.5,127.3984375
-89.5,-50.5,127.3984375
-89.5,-49.5,127.3984375
-89.5,-48.5,127.3984375
-89.5,-47.5,127.3984375
-89.5,-46.5,127.3984375
-89.5,-45.5,127.3984375
-89.5,-44.5,127.3984375
-89.5,-43.5,127.3984375
-89.5,-42.5,127.3984375
-89.5,-41.5,127.3984375
-89.5,-40.5,127.3984375
-89.5,-39.5,127.3984375
-89.5,-38.5,127.3984375
-89.5,-37.5,127.3984375
-89.5,-36.5,127.3984375
-89.5,-35.5,127.3984375
-89.5,-34.5,127.3984375
-89.5,-33.5,127.3984375
-89.5,-32.5,127.3984375
-89.5,-31.5,127.3984375
-89.5,-30.5,127.3984375
-89.5,-29.5,127.3984375
-89.5,-28.5,127.3984375
-89.5,-27.5,127.3984375
-89.5,-26.5,127.3984375
-89.5,-25.5,127.3984375
-89.5,-24.5,127.3984375
-89.5,-23.5,127.3984375
-89.5,-22.5,127.3984375
-89.5,-21.5,127.3984375
-89.5,-20.5,127.3984375
-89.5,-19.5,127.3984375
-89.5,-18.5,127.3984375
-89.5,-17.5,127.3984375
-89.5,-16.5,127.3984375
-89.5,-15.5,127.3984375
-89.5,-14.5,127.3984375
-89.5,-13.5,127.3984375
-89.5,-12.5,127.3984375
-89.5,-11.5,127.3984375
-89.5,-10.5,127.3984375
-89.5,-9.5,127.3984375
-89.5,-8.5,127.3984375
-89.5,-7.5,127.3984375
-89.5,-6.5,127.3984375
-89.5,-5.5,127.3984375
-89.5,-4.5,127.3984375
-89.5,-3.5,127.3984375
-89.5,-2.5,127.3984375
-89.5,-1.5,127.3984375
-89.5,-0.5,127.3984375
-89.5,0.5,127.3984375
-89.5,1.5,127.3984375
-89.5,2.5,127.3984375
-89.5,3.5,127.3984375
-89.5,4.5,127.3984375
-89.5,5.5,127.3984375
-89.5,6.5,127.3984375
-89.5,7.5,127.3984375
-89.5,8.5,127.3984375
-89.5,9.5,127.3984375
-89.5,10.5,127.3984375
-89.5,11.5,127.3984375
-89.5,12.5,127.3984375
-89.5,13.5,127.3984375
-89.5,14.5,127.3984375
-89.5,15.5,127.3984375
-89.5,16.5,127.3984375
-89.5,17.5,127.3984375
-89.5,18.5,127.3984375
-89.5,19.5,127.3984375
-89.5,20.5,127.3984375
-89.5,21.5,127.3984375
-89.5,22.5,127.3984375
-89.5,23.5,127.3984375
-89.5,24.5,127.3984375
-89.5,25.5,127.3984375
-89.5,26.5,127.3984375
-89.5,27.5,127.3984375
-89.5,28.5,127.3984375
-89.5,29.5,127.3984375
-89.5,30.5,127.3984375
-89.5,31.5,127.3984375
-89.5,32.5,127.3984375
-89.5,33.5,127.3984375
-89.5,34.5,127.3984375
-89.5,35.5,127.3984375
-89.5,36.5,127.3984375
-89.5,37.5,127.3984375
-89.5,38.5,127.3984375
-89.5,39.5,127.3984375
-89.5,40.5,127.3984375
-89.5,41.5,127.3984375
-89.5,42.5,127.3984375
-89.5,43.5,127.3984375
-89.5,44.5,127.3984375
-89.5,45.5,127.3984375
-89.5,46.5,127.3984375
-89.5,47.5,127.3984375
-89.5,48.5,127.3984375
-89.5,49.5,127.3984375
-89.5,50.5,127.3984375
-89.5,51.5,127.3984375
-89.5,52.5,127.3984375
-89.5,53.5,127.3984375
-89.5,54.5,127.3984375
-89.5,55.5,127.3984375
-89.5,56.5,127.3984375
-89.5,57.5,127.3984375
-89.5,58.5,127.3984375
-89.5,59.5,127.3984375
-89.5,60.5,127.3984375
-89.5,61.5,127.3984375
-89.5,62.5,127.3984375
-89.5,63.5,127.3984375
-89.5,64.5,127.3984375
-89.5,65.5,127.3984375
-89.5,66.5,127.3984375
-89.5,67.5,127.3984375
-89.5,68.5,127.3984375
-89.5,69.5,127.3984375
-89.5,70.5,127.3984375
-89.5,71.5,127.3984375
-89.5,72.5,127.3984375
-89.5,73.5,127.3984375
-89.5,74.5,127.3984375
-89.5,75.5,127.3984375
-89.5,76.5,127.3984375
-89.5,77.5,127.3984375
-89.5,78.5,127.3984375
-89.5,79.5,127.3984375
-89.5,80.5,127.3984375
-89.5,81.5,127.3984375
-89.5,82.5,127.3984375
-89.5,83.5,127.3984375
-89.5,84.5,127.3984375
-89.5,85.5,127.3984375
-89.5,86.5,127.3984375
-89.5,87.5,127.3984375
-89.5,88.5,127.3984375
-89.5,89.5,127.3984375
-89.5,90.5,127.3984375
-89.5,91.5,127.3984375
-89.5,92.5,127.3984375
-89.5,93.5,127.3984375
-89.5,94.5,127.3984375
-89.5,95.5,127.3984375
-89.5,96.5,127.3984375
-89.5,97.5,127.3984375
-89.5,98.5,127.3984375
-89.5,99.5,127.3984375
-89.5,100.5,127.3984375
-89.5,101.5,127.3984375
-89.5,102.5,127.3984375
-89.5,103.5,127.3984375
-89.5,104.5,127.3984375
-89.5,105.5,127.3984375
-89.5,106.5,127.3984375
-89.5,107.5,127.3984375
-89.5,108.5,127.3984375
-89.5,109.5,127.3984375
-89.5,110.5,127.3984375
-89.5,111.5,127.3984375
-89.5,112.5,127.3984375
-89.5,113.5,127.3984375
-89.5,114.5,127.3984375
-89.5,115.5,127.3984375
-89.5,116.5,127.3984375
-89.5,117.5,127.3984375
-89.5,118.5,127.3984375
-89.5,119.5,127.3984375
-89.5,120.5,127.3984375
-89.5,121.5,127.3984375
-89.5,122.5,127.3984375
-89.5,123.5,127.3984375
-89.5,124.5,127.3984375
-89.5,125.5,127.3984375
-89.5,126.5,127.3984375
-89.5,127.5,127.3984375
-89.5,128.5,127.3984375
-89.5,129.5,127.3984375
-89.5,130.5,127.3984375
-89.5,131.5,127.3984375
-89.5,132.5,127.3984375
-89.5,133.5,127.3984375
-89.5,134.5,127.3984375
-89.5,135.5,127.3984375
-89.5,136.5,127.3984375
-89.5,137.5,127.3984375
-89.5,138.5,127.3984375
-89.5,139.5,127.3984375
-89.5,140.5,127.3984375
-89.5,141.5,127.3984375
-89.5,142.5,127.3984375
-89.5,143.5,127.3984375
-89.5,144.5,127.3984375
-89.5,145.5,127.3984375
-89.5,146.5,127.3984375
-89.5,147.5,127.3984375
-89.5,148.5,127.3984375
-89.5,149.5,127.3984375
-89.5,150.5,127.3984375
-89.5,151.5,127.3984375
-89.5,152.5,127.3984375
-89.5,153.5,127.3984375
-89.5,154.5,127.3984375
-89.5,155.5,127.3984375
-89.5,156.5,127.3984375
-89.5,157.5,127.3984375
-89.5,158.5,127.3984375
-89.5,159.5,127.3984375
-89.5,160.5,127.3984375
-89.5,161.5,127.3984375
-89.5,162.5,127.3984375
-89.5,163.5,127.3984375
-89.5,164.5,127.3984375
-89.5,165.5,127.3984375
-89.5,166.5,127.3984375
-89.5,167.5,127.3984375
-89.5,168.5,127.3984375
-89.5,169.5,127.3984375
-89.5,170.5,127.3984375
-89.5,171.5,127.3984375
-89.5,172.5,127.3984375
-89.5,173.5,127.3984375
-89.5,174.5,127.3984375
-89.5,175.5,127.3984375
-89.5,176.5,127.3984375
-89.5,177.5,127.3984375
-89.5,178.5,127.3984375
-89.5,179.5,127.3984375
-88.5,-179.5,124.3125
-88.5,-178.5,124.3125
-88.5,-177.5,124.3125
-88.5,-176.5,124.3125
-88.5,-175.5,124.3125
-88.5,-174.5,124.3125
-88.5,-173.5,124.3125
-88.5,-172.5,124.3125
-88.5,-171.5,123.26171875
-88.5,-170.5,123.26171875
-88.5,-169.5,123.26171875
-88.5,-168.5,123.26171875
-88.5,-167.5,123.26171875
-88.5,-166.5,123.26171875
-88.5,-165.5,123.26171875
-88.5,-164.5,123.26171875
-88.5,-163.5,122.44921875
-88.5,-162.5,122.44921875
-88.5,-161.5,122.44921875
-88.5,-160.5,122.44921875
-88.5,-159.5,122.44921875
-88.5,-158.5,122.44921875
-88.5,-157.5,122.44921875
-88.5,-156.5,122.44921875
-88.5,-155.5,122.4296875
-88.5,-154.5,122.4296875
-88.5,-153.5,122.4296875
-88.5,-152.5,122.4296875
-88.5,-151.5,122.4296875
-88.5,-150.5,122.4296875
-88.5,-149.5,122.4296875
-88.5,-148.5,122.4296875
-88.5,-147.5,123.6640625
-88.5,-146.5,123.6640625
-88.5,-145.5,123.6640625
-88.5,-144.5,123.6640625
-88.5,-143.5,123.6640625
-88.5,-142.5,123.6640625
-88.5,-141.5,123.6640625
-88.5,-140.5,123.6640625
-88.5,-139.5,124.16015625
-88.5,-138.5,124.16015625
-88.5,-137.5,124.16015625
-88.5,-136.5,124.16015625
-88.5,-135.5,124.16015625
-88.5,-134.5,124.16015625
-88.5,-133.5,124.16015625
-88.5,-132.5,124.16015625
-88.5,-131.5,123.91015625
-88.5,-130.5,123.91015625
-88.5,-129.5,123.91015625
-88.5,-128.5,123.91015625
-88.5,-127.5,123.91015625
-88.5,-126.5,123.91015625
-88.5,-125.5,123.91015625
-88.5,-124.5,123.91015625
-88.5,-123.5,123.15234375
-88.5,-122.5,123.15234375
-88.5,-121.5,123.15234375
-88.5,-120.5,123.15234375
-88.5,-119.5,123.15234375
-88.5,-118.5,123.15234375
-88.5,-117.5,123.15234375
-88.5,-116.5,123.15234375
-88.5,-115.5,123.23046875
-88.5,-114.5,123.23046875
-88.5,-113.5,123.23046875
-88.5,-112.5,123.23046875
-88.5,-111.5,123.23046875
-88.5,-110.5,123.23046875
-88.5,-109.5,123.23046875
-88.5,-108.5,123.23046875
-88.5,-107.5,123.62890625
-88.5,-106.5,123.62890625
-88.5,-105.5,123.62890625
-88.5,-104.5,123.62890625
-88.5,-103.5,123.62890625
-88.5,-102.5,123.62890625
-88.5,-101.5,123.62890625
-88.5,-100.5,123.62890625
-88.5,-99.5,124.51171875
-88.5,-98.5,124.51171875
-88.5,-97.5,124.51171875
-88.5,-96.5,124.51171875
-88.5,-95.5,124.51171875
-88.5,-94.5,124.51171875
-88.5,-93.5,124.51171875
-88.5,-92.5,124.51171875
-88.5,-91.5,125.21875
-88.5,-90.5,125.21875
-88.5,-89.5,125.21875
-88.5,-88.5,125.21875
-88.5,-87.5,125.21875
-88.5,-86.5,125.21875
-88.5,-85.5,125.21875
-88.5,-84.5,125.21875
-88.5,-83.5,125.84375
-88.5,-82.5,125.84375
-88.5,-81.5,125.84375
-88.5,-80.5,125.84375
-88.5,-79.5,125.84375
-88.5,-78.5,125.84375
-88.5,-77.5,125.84375
-88.5,-76.5,125.84375
-88.5,-75.5,126.265625
-88.5,-74.5,126.265625
-88.5,-73.5,126.265625
-88.5,-72.5,126.265625
-88.5,-71.5,126.265625
-88.5,-70.5,126.265625
-88.5,-69.5,126.265625
-88.5,-68.5,126.265625
-88.5,-67.5,126.45703125
-88.5,-66.5,126.45703125
-88.5,-65.5,126.45703125
-88.5,-64.5,126.45703125
-88.5,-63.5,126.45703125
-88.5,-62.5,126.45703125
-88.5,-61.5,126.45703125
-88.5,-60.5,126.45703125
-88.5,-59.5,126.6953125
-88.5,-58.5,126.6953125
-88.5,-57.5,126.6953125
-88.5,-56.5,126.6953125
-88.5,-55.5,126.6953125
-88.5,-54.5,126.6953125
-88.5,-53.5,126.6953125
-88.5,-52.5,126.6953125
-88.5,-51.5,127.31640625
-88.5,-50.5,127.31640625
-88.5,-49.5,127.31640625
-88.5,-48.5,127.31640625
-88.5,-47.5,127.31640625
-88.5,-46.5,127.31640625
-88.5,-45.5,127.31640625
-88.5,-44.5,127.31640625
-88.5,-43.5,127.84375
-88.5,-42.5,127.84375
-88.5,-41.5,127.84375
-88.5,-40.5,127.84375
-88.5,-39.5,127.84375
-88.5,-38.5,127.84375
-88.5,-37.5,127.84375
-88.5,-36.5,127.84375
-88.5,-35.5,128.44140625
-88.5,-34.5,128.44140625
-88.5,-33.5,128.44140625
-88.5,-32.5,128.44140625
-88.5,-31.5,128.44140625
-88.5,-30.5,128.44140625
-88.5,-29.5,128.44140625
-88.5,-28.5,128.44140625
-88.5,-27.5,128.79296875
-88.5,-26.5,128.79296875
-88.5,-25.5,128.79296875
-88.5,-24.5,128.79296875
-88.5,-23.5,128.79296875
-88.5,-22.5,128.79296875
-88.5,-21.5,128.79296875
-88.5,-20.5,128.79296875
-88.5,-19.5,129.38671875
-88.5,-18.5,129.38671875
-88.5,-17.5,129.38671875
-88.5,-16.5,129.38671875
-88.5,-15.5,129.38671875
-88.5,-14.5,129.38671875
-88.5,-13.5,129.38671875
-88.5,-12.5,129.38671875
-88.5,-11.5,129.5078125
-88.5,-10.5,129.5078125
-88.5,-9.5,129.5078125
-88.5,-8.5,129.5078125
-88.5,-7.5,129.5078125
-88.5,-6.5,129.5078125
-88.5,-5.5,129.5078125
-88.5,-4.5,129.5078125
-88.5,-3.5,129.63671875
-88.5,-2.5,129.63671875
-88.5,-1.5,129.63671875
-88.5,-0.5,129.63671875
-88.5,0.5,129.63671875
-88.5,1.5,129.63671875
-88.5,2.5,129.63671875
-88.5,3.5,129.63671875
-88.5,4.5,129.8359375
-88.5,5.5,129.8359375
-88.5,6.5,129.8359375
-88.5,7.5,129.8359375
-88.5,8.5,129.8359375
-88.5,9.5,129.8359375
-88.5,10.5,129.8359375
-88.5,11.5,129.8359375
-88.5,12.5,129.96875
-88.5,13.5,129.96875
-88.5,14.5,129.96875
-88.5,15.5,129.96875
-88.5,16.5,129.96875
-88.5,17.5,129.96875
-88.5,18.5,129.96875
-88.5,19.5,129.96875
-88.5,20.5,130.22265625
-88.5,21.5,130.22265625
-88.5,22.5,130.22265625
-88.5,23.5,130.22265625
-88.5,24.5,130.22265625
-88.5,25.5,130.22265625
-88.5,26.5,130.22265625
-88.5,27.5,130.22265625
-88.5,28.5,130.2734375
-88.5,29.5,130.2734375
-88.5,30.5,130.2734375
-88.5,31.5,130.2734375
-88.5,32.5,130.2734375
-88.5,33.5,130.2734375
-88.5,34.5,130.2734375
-88.5,35.5,130.2734375
-88.5,36.5,130.6015625
-88.5,37.5,130.6015625
-88.5,38.5,130.6015625
-88.5,39.5,130.6015625
-88.5,40.5,130.6015625
-88.5,41.5,130.6015625
-88.5,42.5,130.6015625
-88.5,43.5,130.6015625
-88.5,44.5,130.75390625
-88.5,45.5,130.75390625
-88.5,46.5,130.75390625
-88.5,47.5,130.75390625
-88.5,48.5,130.75390625
-88.5,49.5,130.75390625
-88.5,50.5,130.75390625
-88.5,51.5,130.75390625
-88.5,52.5,130.92578125
-88.5,53.5,130.92578125
-88.5,54.5,130.92578125
-88.5,55.5,130.92578125
-88.5,56.5,130.92578125
-88.5,57.5,130.92578125
-88.5,58.5,130.92578125
-88.5,59.5,130.92578125
-88.5,60.5,131.19140625
-88.5,61.5,131.19140625
-88.5,62.5,131.19140625
-88.5,63.5,131.19140625
-88.5,64.5,131.19140625
-88.5,65.5,131.19140625
-88.5,66.5,131.19140625
-88.5,67.5,131.19140625
-88.5,68.5,131.1015625
-88.5,69.5,131.1015625
-88.5,70.5,131.1015625
-88.5,71.5,131.1015625
-88.5,72.5,131.1015625
-88.5,73.5,131.1015625
-88.5,74.5,131.1015625
-88.5,75.5,131.1015625
-88.5,76.5,130.78515625
-88.5,77.5,130.78515625
-88.5,78.5,130.78515625
-88.5,79.5,130.78515625
-88.5,80.5,130.78515625
-88.5,81.5,130.78515625
-88.5,82.5,130.78515625
-88.5,83.5,130.78515625
-88.5,84.5,130.58984375
-88.5,85.5,130.58984375
-88.5,86.5,130.58984375
-88.5,87.5,130.58984375
-88.5,88.5,130.58984375
-88.5,89.5,130.58984375
-88.5,90.5,130.58984375
-88.5,91.5,130.58984375
-88.5,92.5,130.22265625
-88.5,93.5,130.22265625
-88.5,94.5,130.22265625
-88.5,95.5,130.22265625
-88.5,96.5,130.22265625
-88.5,97.5,130.22265625
-88.5,98.5,130.22265625
-88.5,99.5,130.22265625
-88.5,100.5,130.20703125
-88.5,101.5,130.20703125
-88.5,102.5,130.20703125
-88.5,103.5,130.20703125
-88.5,104.5,130.20703125
-88.5,105.5,130.20703125
-88.5,106.5,130.20703125
-88.5,107.5,130.20703125
-88.5,108.5,129.83203125
-88.5,109.5,129.83203125
-88.5,110.5,129.83203125
-88.5,111.5,129.83203125
-88.5,112.5,129.83203125
-88.5,113.5,129.83203125
-88.5,114.5,129.83203125
-88.5,115.5,129.83203125
-88.5,116.5,129.78125
-88.5,117.5,129.78125
-88.5,118.5,129.78125
-88.5,119.5,129.78125
-88.5,120.5,129.78125
-88.5,121.5,129.78125
-88.5,122.5,129.78125
-88.5,123.5,129.78125
-88.5,124.5,129.25390625
-88.5,125.5,129.25390625
-88.5,126.5,129.25390625
-88.5,127.5,129.25390625
-88.5,128.5,129.25390625
-88.5,129.5,129.25390625
-88.5,130.5,129.25390625
-88.5,131.5,129.25390625
-88.5,132.5,129.0234375
-88.5,133.5,129.0234375
-88.5,134.5,129.0234375
-88.5,135.5,129.0234375
-88.5,136.5,129.0234375
-88.5,137.5,129.0234375
-88.5,138.5,129.0234375
-88.5,139.5,129.0234375
-88.5,140.5,128.59765625
-88.5,141.5,128.59765625
-88.5,142.5,128.59765625
-88.5,143.5,128.59765625
-88.5,144.5,128.59765625
-88.5,145.5,128.59765625
-88.5,146.5,128.59765625
-88.5,147.5,128.59765625
-88.5,148.5,128.17578125
-88.5,149.5,128.17578125
-88.5,150.5,128.17578125
-88.5,151.5,128.17578125
-88.5,152.5,128.17578125
-88.5,153.5,128.17578125
-88.5,154.5,128.17578125
-88.5,155.5,128.17578125
-88.5,156.5,127.4453125
-88.5,157.5,127.4453125
-88.5,158.5,127.4453125
-88.5,159.5,127.4453125
-88.5,160.5,127.4453125
-88.5,161.5,127.4453125
-88.5,162.5,127.4453125
-88.5,163.5,127.4453125
-88.5,164.5,126.65234375
-88.5,165.5,126.65234375
-88.5,166.5,126.65234375
-88.5,167.5,126.65234375
-88.5,168.5,126.65234375
-88.5,169.5,126.65234375
-88.5,170.5,126.65234375
-88.5,171.5,126.65234375
-88.5,172.5,125.49609375
-88.5,173.5,125.49609375
-88.5,174.5,125.49609375
-88.5,175.5,125.49609375
-88.5,176.5,125.49609375
-88.5,177.5,125.49609375
-88.5,178.5,125.49609375
-88.5,179.5,125.49609375
-87.5,-179.5,129.91796875
-87.5,-178.5,129.91796875
-87.5,-177.5,129.91796875
-87.5,-176.5,129.91796875
-87.5,-175.5,129.91796875
-87.5,-174.5,129.91796875
-87.5,-173.5,129.91796875
-87.5,-172.5,129.91796875
-87.5,-171.5,128.46484375
-87.5,-170.5,128.46484375
-87.5,-169.5,128.46484375
-87.5,-168.5,128.46484375
-87.5,-167.5,128.46484375
-87.5,-166.5,128.46484375
-87.5,-165.5,128.46484375
-87.5,-164.5,128.46484375
-87.5,-163.5,126.6640625
-87.5,-162.5,126.6640625
-87.5,-161.5,126.6640625
-87.5,-160.5,126.6640625
-87.5,-159.5,126.6640625
-87.5,-158.5,126.6640625
-87.5,-157.5,126.6640625
-87.5,-156.5,126.6640625
-87.5,-155.5,126.875
-87.5,-154.5,126.875
-87.5,-153.5,126.875
-87.5,-152.5,126.875
-87.5,-151.5,126.875
-87.5,-150.5,126.875
-87.5,-149.5,126.875
-87.5,-148.5,126.875
-87.5,-147.5,129.0859375
-87.5,-146.5,129.0859375
-87.5,-145.5,129.0859375
-87.5,-144.5,129.0859375
-87.5,-143.5,129.0859375
-87.5,-142.5,129.0859375
-87.5,-141.5,129.0859375
-87.5,-140.5,129.0859375
-87.5,-139.5,129.23046875
-87.5,-138.5,129.23046875
-87.5,-137.5,129.23046875
-87.5,-136.5,129.23046875
-87.5,-135.5,129.23046875
-87.5,-134.5,129.23046875
-87.5,-133.5,129.23046875
-87.5,-132.5,129.23046875
-87.5,-131.5,127.80078125
-87.5,-130.5,127.80078125
-87.5,-129.5,127.80078125
-87.5,-128.5,127.80078125
-87.5,-127.5,127.80078125
-87.5,-126.5,127.80078125
-87.5,-125.5,127.80078125
-87.5,-124.5,127.80078125
-87.5,-123.5,126.93359375
-87.5,-122.5,126.93359375
-87.5,-121.5,126.93359375
-87.5,-120.5,126.93359375
-87.5,-119.5,126.93359375
-87.5,-118.5,126.93359375
-87.5,-117.5,126.93359375
-87.5,-116.5,126.93359375
-87.5,-115.5,124.671875
-87.5,-114.5,124.671875
-87.5,-113.5,124.671875
-87.5,-112.5,124.671875
-87.5,-111.5,124.671875
-87.5,-110.5,124.671875
-87.5,-109.5,124.671875
-87.5,-108.5,124.671875
-87.5,-107.5,123.62890625
-87.5,-106.5,123.62890625
-87.5,-105.5,123.62890625
-87.5,-104.5,123.62890625
-87.5,-103.5,123.62890625
-87.5,-102.5,123.62890625
-87.5,-101.5,123.62890625
-87.5,-100.5,123.62890625
-87.5,-99.5,124.98828125
-87.5,-98.5,124.98828125
-87.5,-97.5,124.98828125
-87.5,-96.5,124.98828125
-87.5,-95.5,124.98828125
-87.5,-94.5,124.98828125
-87.5,-93.5,124.98828125
-87.5,-92.5,124.98828125
-87.5,-91.5,126.4140625
-87.5,-90.5,126.4140625
-87.5,-89.5,126.4140625
-87.5,-88.5,126.4140625
-87.5,-87.5,126.4140625
-87.5,-86.5,126.4140625
-87.5,-85.5,126.4140625
-87.5,-84.5,126.4140625
-87.5,-83.5,127.828125
-87.5,-82.5,127.828125
-87.5,-81.5,127.828125
-87.5,-80.5,127.828125
-87.5,-79.5,127.828125
-87.5,-78.5,127.828125
-87.5,-77.5,127.828125
-87.5,-76.5,127.828125
-87.5,-75.5,128.453125
-87.5,-74.5,128.453125
-87.5,-73.5,128.453125
-87.5,-72.5,128.453125
-87.5,-71.5,128.453125
-87.5,-70.5,128.453125
-87.5,-69.5,128.453125
-87.5,-68.5,128.453125
-87.5,-67.5,128.2890625
-87.5,-66.5,128.2890625
-87.5,-65.5,128.2890625
-87.5,-64.5,128.2890625
-87.5,-63.5,128.2890625
-87.5,-62.5,128.2890625
-87.5,-61.5,128.2890625
-87.5,-60.5,128.2890625
-87.5,-59.5,127.74609375
-87.5,-58.5,127.74609375
-87.5,-57.5,127.74609375
-87.5,-56.5,127.74609375
-87.5,-55.5,127.74609375
-87.5,-54.5,127.74609375
-87.5,-53.5,127.74609375
-87.5,-52.5,127.74609375
-87.5,-51.5,128.015625
-87.5,-50.5,128.015625
-87.5,-49.5,128.015625
-87.5,-48.5,128.015625
-87.5,-47.5,128.015625
-87.5,-46.5,128.015625
-87.5,-45.5,128.015625
-87.5,-44.5,128.015625
-87.5,-43.5,128.703125
-87.5,-42.5,128.703125
-87.5,-41.5,128.703125
-87.5,-40.5,128.703125
-87.5,-39.5,128.703125
-87.5,-38.5,128.703125
-87.5,-37.5,128.703125
-87.5,-36.5,128.703125
-87.5,-35.5,129.16796875
-87.5,-34.5,129.16796875
-87.5,-33.5,129.16796875
-87.5,-32.5,129.16796875
-87.5,-31.5,129.16796875
-87.5,-30.5,129.16796875
-87.5,-29.5,129.16796875
-87.5,-28.5,129.16796875
-87.5,-27.5,129.69921875
-87.5,-26.5,129.69921875
-87.5,-25.5,129.69921875
-87.5,-24.5,129.69921875
-87.5,-23.5,129.69921875
-87.5,-22.5,129.69921875
-87.5,-21.5,129.69921875
-87.5,-20.5,129.69921875
-87.5,-19.5,130.140625
-87.5,-18.5,130.140625
-87.5,-17.5,130.140625
-87.5,-16.5,130.140625
-87.5,-15.5,130.140625
-87.5,-14.5,130.140625
-87.5,-13.5,130.140625
-87.5,-12.5,130.140625
-87.5,-11.5,130.51171875
-87.5,-10.5,130.51171875
-87.5,-9.5,130.51171875
-87.5,-8.5,130.51171875
-87.5,-7.5,130.51171875
-87.5,-6.5,130.51171875
-87.5,-5.5,130.51171875
-87.5,-4.5,130.51171875
-87.5,-3.5,130.58203125
-87.5,-2.5,130.58203125
-87.5,-1.5,130.58203125
-87.5,-0.5,130.58203125
-87.5,0.5,130.58203125
-87.5,1.5,130.58203125
